序号,RealDisNo,REGIONID,GeoName,GroupName,DisasterTy,Longitude,Latitude,OccTime,ALARMGRADE,Rainfall,Rainfall01,Rainfall03,Rainfall06,Rainfall24,NOTES,REGIONNAME,单位名称,岩性特征,岩性名称,地形名称,地形坡度,地貌名称
68.0,2012062600000151,440111015000,广州市白云区金沙洲沙凤一路,金沙洲沙凤一路,地面塌陷,,,2012-05-14 00:00:00,3,58.8,0,0,31.5,31.5,无坐标，暂给镇级坐标,江高镇—石门街道—新市街道—金沙街道地面塌陷、滑坡、崩塌高易发亚区,大赛坝组,粉砂质泥岩、泥质粉砂岩，夹灰岩、泥灰岩、钙质泥岩,较软岩,平地,＜10°,低海拔平原
69.0,2012062600000155,441283100000,肇庆高要市河台镇大坑边村委会双羌村,河台镇大坑边村委会双羌村,崩塌,,,2012-05-15 00:00:00,3,0.01,0,11.5,16.5,16.5,无坐标，暂给镇级坐标,河台镇、乐城镇低易发区,中侏罗世二长花岗岩,细粒、中粒（斑状）黑云母二长花岗岩,坚硬岩,平地,＜10°,丘陵
70.0,2012062600000078,441481118000,兴宁市黄陂镇黄石村10队,黄陂镇黄石村10队,崩塌,,,2012-05-28 00:00:00,3,75,0,3,18,18,无坐标，暂给镇级坐标,罗岗—黄槐—黄陂—永和滑坡、崩塌、地面塌陷地质灾害中易发亚区,杨溪组、老虎头组与春湾组并层,,未知,平地,＜10°,小起伏山地
71.0,2012062600000079,441481118000,兴宁市黄陂镇大一村八上,黄陂镇大一村八上,崩塌,,,2012-05-28 00:00:00,3,75,0,3,18,18,无坐标，暂给镇级坐标,罗岗—黄槐—黄陂—永和滑坡、崩塌、地面塌陷地质灾害中易发亚区,杨溪组、老虎头组与春湾组并层,,未知,平地,＜10°,小起伏山地
72.0,2012062600000086,441422105000,大埔县三河镇梓里村向阳小组,三河镇梓里村向阳小组,崩塌,,,2012-05-28 00:00:00,3,50,0,14.5,40,40,无坐标，暂给镇级坐标,茶阳、西河、三河等花岗岩、碎屑岩低山、丘陵，平原滑坡、崩塌高易发亚区,八村群（包括牛角河组、高滩组及水石组）,中细粒长石石英砂岩、长石石英粉砂岩、砂质板岩、绢云母板岩为一套浅变质岩，底部以碳质页岩或石煤层为标志,较软岩,缓坡,10°~45°,小起伏山地
73.0,2012062600000087,441422105000,大埔县三河镇梓里村简头小组,三河镇梓里村简头小组,崩塌,,,2012-05-28 00:00:00,3,50,0,14.5,40,40,无坐标，暂给镇级坐标,茶阳、西河、三河等花岗岩、碎屑岩低山、丘陵，平原滑坡、崩塌高易发亚区,八村群（包括牛角河组、高滩组及水石组）,中细粒长石石英砂岩、长石石英粉砂岩、砂质板岩、绢云母板岩为一套浅变质岩，底部以碳质页岩或石煤层为标志,较软岩,缓坡,10°~45°,小起伏山地
74.0,2012062600000088,441422105000,大埔县三河镇梓里村岌下小组,三河镇梓里村岌下小组,崩塌,,,2012-05-28 00:00:00,3,50,0,14.5,40,40,无坐标，暂给镇级坐标,茶阳、西河、三河等花岗岩、碎屑岩低山、丘陵，平原滑坡、崩塌高易发亚区,八村群（包括牛角河组、高滩组及水石组）,中细粒长石石英砂岩、长石石英粉砂岩、砂质板岩、绢云母板岩为一套浅变质岩，底部以碳质页岩或石煤层为标志,较软岩,缓坡,10°~45°,小起伏山地
75.0,2012062600000089,441422101000,大埔县茶阳镇沿坑村上沿坑二队??,茶阳镇沿坑村上沿坑二队,滑坡,,,2012-05-28 00:00:00,3,50,0,21,88.5,88.5,无坐标，暂给镇级坐标,茶阳、西河、三河等花岗岩、碎屑岩低山、丘陵，平原滑坡、崩塌高易发亚区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,小起伏山地
76.0,2012062600000054,441622119000,河源龙川县迴龙镇第二中学后山,迴龙镇第二中学后山,滑坡,,,2012-05-29 00:00:00,3,9.8,32.5,33,301,301,无坐标，暂给镇级坐标,田心镇、黄石镇、回龙镇、赤光镇、车田镇、新田镇、岩镇镇、坪山林场、龙母镇、黎咀镇、铁场镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,小起伏山地
77.0,2012062600000085,441422103000,大埔县青溪镇溪口村高陂坑,青溪镇溪口村高陂坑,滑坡,,,2012-05-29 00:00:00,2,0.1,8,8,33,33,无坐标，暂给镇级坐标,茶阳、西河、三河等花岗岩、碎屑岩低山、丘陵，平原滑坡、崩塌高易发亚区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,缓坡,10°~45°,小起伏山地
78.0,2012062600000062,440282115000,南雄市主田镇塘山村,主田镇塘山村,滑坡,,,2012-05-30 00:00:00,3,0.6,0,0,3,3,无坐标，暂给镇级坐标,中部及南北两侧高山地区低易发区(C),晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
79.0,2012062600000096,441823204000,阳山县江英镇长富洞村马山仔,江英镇长富洞村马山仔,地面塌陷,,,2012-06-03 00:00:00,3,0,0,0,0,0,无坐标，暂给镇级坐标,秤架、黄坌、岭背、江英、青莲、阳城、杜步、七拱、太平、杨梅平原、丘陵、低山、中山滑坡、崩塌、地面塌陷低易发区,石磴子组,生物碎屑粉晶泥晶灰岩夹白云质灰岩、白云岩,较硬岩,缓坡,10°~45°,中起伏山地
80.0,2012062600000097,441823101000,阳山县阳城镇雷公坑村石寨,阳城镇雷公坑村石寨,地面塌陷,,,2012-06-05 00:00:00,3,0.01,0,0,0,0,无坐标，暂给镇级坐标,秤架、黄坌、岭背、江英、青莲、阳城、杜步、七拱、太平、杨梅平原、丘陵、低山、中山滑坡、崩塌、地面塌陷低易发区,石磴子组,生物碎屑粉晶泥晶灰岩夹白云质灰岩、白云岩,较硬岩,平地,＜10°,中起伏山地
81.0,2012062600000084,441424118000,五华县双华镇竹山村河山村民小组雷公坑,双华镇竹山村河山村民小组雷公坑,滑坡,,,2012-06-11 00:00:00,3,0.3,0,0,0.5,0.5,无坐标，暂给镇级坐标,棉洋镇、双华镇、郭田镇、河东镇低易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,缓坡,10°~45°,大起伏山地
82.0,2012062600000141,441481115000,兴宁市罗浮镇浮美村,罗浮镇浮美村,滑坡,,,2012-06-11 00:00:00,3,6.8,0,0,0.5,0.5,无坐标，暂给镇级坐标,罗浮崩塌、滑坡地质灾害高易发亚区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,小起伏山地
83.0,2012062600000142,441481115000,兴宁市罗浮镇浮塘村,罗浮镇浮塘村,滑坡,,,2012-06-11 00:00:00,3,6.8,0,0,0.5,0.5,无坐标，暂给镇级坐标,罗浮崩塌、滑坡地质灾害高易发亚区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,小起伏山地
84.0,2012062600000152,441721100000,阳西县城（八区）,阳西县城（八区）,滑坡,,,2012-06-12 00:00:00,3,2.3,0,0,3.5,3.5,无坐标，暂给镇级坐标,儒洞镇、程村镇、白沙街道、双捷镇、新圩镇、溪头镇、织篢镇、平冈镇、塘口镇低易发区,八村群（包括牛角河组、高滩组及水石组）,中细粒长石石英砂岩、长石石英粉砂岩、砂质板岩、绢云母板岩为一套浅变质岩，底部以碳质页岩或石煤层为标志,较软岩,平地,＜10°,剥蚀台地
85.0,2012062600000005,445102103000,潮州市湘桥区桥东街道笔架山虎头岭东湖隧道口,桥东街道笔架山虎头岭东湖隧道口,滑坡,,,2012-06-17 00:00:00,3,65.9,0,0.5,25,25,无坐标，暂给镇级坐标,城西街道、南春街道、太平街道、西新街道、桥东街道、湘桥街道、西湖街道、金山街道、潮州市凤泉湖高新技术产业开发区、凤新街道、意溪镇低易发区,水底山组,灰－黑色页岩、凝灰质粉砂岩、凝灰质砂岩、沉集块岩、沉凝灰岩与流纹质凝灰岩、熔结集块岩等互层,较软岩,平地,＜10°,低海拔平原
86.0,2012062600000002,445102107000,潮州市西湖公园,西湖公园,崩塌,,,2012-06-17 00:00:00,3,65.9,0,0,0,0,无坐标，暂给镇级坐标,城西街道、南春街道、太平街道、西新街道、桥东街道、湘桥街道、西湖街道、金山街道、潮州市凤泉湖高新技术产业开发区、凤新街道、意溪镇低易发区,,,未知,平地,＜10°,低海拔平原
87.0,2012062600000003,445102102000,潮州市湘桥区凤新街道高厝塘村庵整坑,凤新街道高厝塘村庵整坑,滑坡,,,2012-06-17 00:00:00,3,65.9,0,0,0,0,无坐标，暂给镇级坐标,江东镇、铁铺镇、磷溪镇、潮州市凤泉湖高新技术产业开发区、意溪镇、官塘镇、桥东街道、凤新街道高易发区,银瓶山组,厚层状细粒长石石英砂岩、岩屑石英砂岩、石英砂岩和粉砂岩夹泥岩,较软岩,平地,＜10°,低海拔平原
88.0,2012062600000069,445122123000,饶平县浮滨镇三红村红花树,浮滨镇三红村红花树,滑坡,,,2012-06-17 00:00:00,3,9,0,0.5,16.5,16.5,无坐标，暂给镇级坐标,浮滨-钱东花岗岩、碎屑岩低山、丘陵、平原滑坡、崩塌高易发亚区,晚白垩世花岗斑岩,细粒花岗斑岩,坚硬岩,平地,＜10°,小起伏山地
89.0,2012062600000107,445121103000,潮安县凤凰镇叫水坑村内崀,凤凰镇叫水坑村内崀,崩塌,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
90.0,2012062600000108,445121103000,潮安县凤凰镇新东村溪洋灰,凤凰镇新东村溪洋灰,滑坡,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
91.0,2012062600000109,445121103000,潮安县凤凰镇新东村溪洋灰,凤凰镇新东村溪洋灰,滑坡,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
92.0,2012062600000110,445121103000,潮安县凤凰镇石古坪村村道,凤凰镇石古坪村村道,滑坡,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
93.0,2012062600000111,445121103000,潮安县凤凰镇二垭村头垭,凤凰镇二垭村头垭,滑坡,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
94.0,2012062600000112,445121103000,潮安县凤凰镇二垭村头垭,凤凰镇二垭村头垭,滑坡,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
95.0,2012062600000113,445121103000,潮安县凤凰镇椿堀村三垭,凤凰镇椿堀村三垭,滑坡,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
96.0,2012062600000135,445121103000,潮安县凤凰镇福南村,凤凰镇福南村,崩塌,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
97.0,2012062600000136,445121103000,潮安县凤凰镇上春村村道,凤凰镇上春村村道,崩塌,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
98.0,2012062600000137,445121103000,潮安县凤凰镇凤北村村道,凤凰镇凤北村村道,崩塌,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
99.0,2012062600000138,445121103000,潮安县凤凰镇南坑村村道,凤凰镇南坑村村道,崩塌,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
100.0,2012062600000114,445121103000,潮安县凤凰镇凤溪村凤乌公路农场段,凤凰镇凤溪村凤乌公路农场段,崩塌,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
101.0,2012062600000115,445121103000,潮安县凤凰镇凤溪村凤乌公路东郊电站段,凤凰镇凤溪村凤乌公路东郊电站段,滑坡,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
102.0,2012062600000116,445121103000,潮安县凤凰镇凤溪村凤乌公路顶窑路段,凤凰镇凤溪村凤乌公路顶窑路段,滑坡,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
103.0,2012062600000117,445121103000,潮安县凤凰镇凤溪村凤乌公路顶竹溜段,凤凰镇凤溪村凤乌公路顶竹溜段,滑坡,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
104.0,2012062600000118,445121103000,潮安县凤凰镇凤溪村溪二村,凤凰镇凤溪村溪二村,滑坡,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
105.0,2012062600000119,445121103000,潮安县凤凰镇凤溪村超笱路,凤凰镇凤溪村超笱路,滑坡,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
106.0,2012062600000120,445121103000,潮安县凤凰镇凤溪村东郊村道,凤凰镇凤溪村东郊村道,滑坡,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
107.0,2012062600000121,445121103000,潮安县凤凰镇凤溪村字茅庵角村道,凤凰镇凤溪村字茅庵角村道,滑坡,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
108.0,2012062600000122,445121103000,潮安县凤凰镇凤溪村内岩村道,凤凰镇凤溪村内岩村道,滑坡,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
109.0,2012062600000123,445121103000,潮安县凤凰镇凤溪村垭脚村道,凤凰镇凤溪村垭脚村道,滑坡,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
110.0,2012062600000124,445121103000,潮安县凤凰镇凤溪村竹溜,凤凰镇凤溪村竹溜,崩塌,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
111.0,2012062600000126,445121103000,潮安县凤凰镇东尝村,凤凰镇东尝村,崩塌,,,2012-06-17 00:00:00,3,65.9,0,16.5,48,48,无坐标，暂给镇级坐标,赤凤镇、万峰林场、凤凰镇、归湖镇高易发区,南山村组,英安－流纹质、流纹质火山碎屑岩，夹少量火山碎屑沉积岩,软岩,平地,＜10°,中起伏山地
